reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
f920c405-e802-41db-8cd8-84bdab0c1588,Literally recorded my voice for 8 minutes and now can't use it or find it to use. No instructions on how to use this app. Robbed me of 4.99 for what? Load of rubbish,1,0,4.2.24,2024-09-13 17:32:45,,,4.2.24,mus10582,com.feraset.tune
59286844-6199-49ec-9ac5-9243f1b8b852,It's great to make a songs,5,0,1.0.14,2024-08-15 20:48:57,,,1.0.14,mus2368,com.ai.sound.donna
02f322d6-18ea-4a41-91fd-fc722d92204d,Making your own songs is fun.,5,0,1.0.1,2024-06-06 13:20:42,,,1.0.1,mus3537,com.ai.sound.donna
20de4676-f795-454b-80fe-2cb5cfbcd019,This app isn't it. I tried my voice along with others voices and all it does is add auto tune to the original song lol sounds nothing like me and my friends.,1,0,4.0.9,2024-02-20 22:18:56,,,4.0.9,mus11104,com.feraset.tune
0b05acc6-01cc-433d-8407-67a2db171a72,Crashes as soon as I open it,1,0,,2023-03-27 23:11:19,Hello. We updated MusicAI a couple of times since your comment. We can't see any bugs about that. Hope it works well! Thank you for downloading MusicAI! -Big Mobile Games Team,2023-05-20 09:59:20,,mus18093,com.bigmobilegames.musicai
8f75a295-ad94-47a9-a27e-f8d1005e5bbb,Only 15 seconds??? It didn't sound like Eminem too,1,0,1.4.2,2024-08-02 22:42:36,,,1.4.2,mus9314,co.appnation.aimusic
eb39d52e-6e17-4e9c-b6de-423d7320a57d,Trash waist of money dosnt even work like at all,1,1,1.3.2,2024-05-31 01:09:19,,,1.3.2,mus16198,com.talentme.singup
2e9466fb-4687-42d0-b512-7123b11d0af8,Do not waste your time like I did won't ever get that back,1,0,4.2.20,2024-08-12 17:02:30,,,4.2.20,mus11349,com.feraset.tune
cba7e7ed-11b3-4c01-937a-8ec2a9b6d92e,asking for a review before you even try out the app,1,0,4.0.15,2024-02-29 16:16:37,,,4.0.15,mus12986,com.feraset.tune
61bdedab-f130-4d63-afd1-d06a0f5c59ba,The generating process takes ages. The rendition is unsatisfying. Money wasted. No trial period.,2,0,1.3.0,2024-05-23 08:07:38,,,1.3.0,mus16054,com.talentme.singup
8dea1cbf-ad38-4cc8-92e3-f9c7b61a0026,No directions been at it four days hidden costs if you want your own voice and it's a guessing game on why continue won't continue sadly I got the life time mistake as it's not at all fun. Frustrating and confused .,1,0,4.0.15,2024-03-07 01:06:36,,,4.0.15,mus11109,com.feraset.tune
3a8fc1fd-af45-42e8-bcdd-9e5ecd4cb17d,Dissapointment. Cant even tell you if this works well or at all as the free version does not even allow enough to judge it worth money or not.,2,1,,2024-04-17 14:16:23,,,,mus11299,com.feraset.tune
3e903811-a97b-430c-8b41-615bbf093248,amazing app. Absolutely love it. so fun.,5,0,1.0.5,2024-07-02 12:42:57,,,1.0.5,mus3472,com.ai.sound.donna
63277fe9-6346-49ff-b7ca-b121b367f06d,need selection of voices and indian classical music selection,4,0,1.0.21,2024-09-19 07:44:24,,,1.0.21,mus1406,com.ai.sound.donna
2d527ee3-13e5-4d1e-a60c-4db901b5c26b,great app. it's professional,5,0,1.0.24,2024-10-05 03:34:41,,,1.0.24,mus2365,com.ai.sound.donna
e61b1d4e-910d-4fb6-9b89-50e1352d5e99,Bro you have to pay for it is so annoying and it's that I had no points.I hope this game gets a battery view Bad bad badBad bad bad bad. So when I was trying to Do my song it says I have to pay for who says the song is for free but you have to pay for it?This is why don't need it app,1,0,,2024-09-30 20:51:45,,,,mus2215,com.ai.sound.donna
c56e2ed4-5668-41e0-8801-00f396c591d9,There's no creativity here. Thought it would allow me to use built in instruments to arrange and compose my ideas but it doesn't. Get yourself a DAW if you want to be more creative and original.,1,2,1.0.2,2023-06-22 03:29:16,,,1.0.2,mus9043,co.appnation.aimusic
fccd67e4-af50-4367-886a-a5b5ff465a23,Immediately hit a pay wall after you open the app. -1000000000000000/10 would never recommend,1,1,1.2.1,2024-07-24 01:49:24,,,1.2.1,mus7275,com.singgenix.suno
443f07b9-8208-4190-8edb-3cb64d0a4902,Don't pay for it. Shockingly bad renditions.,1,0,4.1.2,2024-04-12 16:23:27,,,4.1.2,mus12386,com.feraset.tune
14b1b831-3fec-438c-b020-2cb2f2871921,The voices sound nothing like the characters and it just isn't worth it.,1,0,4.0.15,2024-02-22 08:05:33,,,4.0.15,mus11872,com.feraset.tune
0bd2a787-e930-4ea0-8b77-71569dfa53bb,Just don't download this its a horrible app Waste of time,1,0,4.0.9,2023-12-17 10:20:55,,,4.0.9,mus12699,com.feraset.tune
17065334-463f-4afe-8174-4b1068c4e60e,Doesn't even give you an option to pick from audio files because it doesn't ask for permission nor does it have it in the settings for you to look through your saved audios poorly made.,1,2,1.3.2,2024-06-01 00:26:37,,,1.3.2,mus15819,com.talentme.singup
eeac5dd4-3179-4ed7-a277-268b15c0fc37,it's so good it gave life to the lyrics I've hide for so long,5,0,1.0.6,2024-07-06 00:09:09,,,1.0.6,mus2298,com.ai.sound.donna
d4281e04-9aa9-4b1c-a9b9-3a6d8fe7e1d4,awesome outlet! Great app.,5,0,1.0.8,2024-07-16 22:28:39,,,1.0.8,mus3647,com.ai.sound.donna
e45912b2-f151-417d-9cd0-6db03565a15e,The song productions is amazing but there's no point if you have to pay a subscription for everything,2,0,1.0.1,2024-06-07 02:01:34,,,1.0.1,mus1765,com.ai.sound.donna
63a2a9f9-615a-4d40-bba8-1568593d28b0,I have written lyrics for years. Unfortunately I don't know how to play an instrument but Donna made my song lyrics come to life!!! It's so amazingly awesome!!!,5,0,1.0.14,2024-08-15 12:15:09,,,1.0.14,mus706,com.ai.sound.donna
997338e6-5e97-441d-b92d-a1e1bb9b4363,pretty cool. just a question are songs able to be used on youtube as into or outros?,5,0,1.0.21,2024-09-19 12:15:15,,,1.0.21,mus1186,com.ai.sound.donna
