reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
89dfd6c4-ba68-4c8a-a44b-dc4ba5e2cd1e,Giving it 1 star bcuz it literally takes up too much space Downloaded it for 2 weeks andy phone went hyper,1,0,27.5.411210310,2023-12-10 10:41:02,,,27.5.411210310,too21902,com.microsoft.bing
c83148b0-41eb-4dd8-8db6-6e55b3ba4326,Fantastic access to gtp4 and even for free! I'm glad Microsoft is finding other way to make it worth it for themselves other than to have a direct subscription.,5,1,26.0.410726302,2023-08-31 04:09:50,,,26.0.410726302,too6013,com.microsoft.bing
373fe505-cf09-490e-8820-e189585b36b6,I know for a fact that 40% of people using this is tryna get some robux lol,5,0,,2024-07-11 11:02:48,,,,too39633,com.microsoft.bing
f10855db-dc08-455d-b0c0-926f0082ef31,it is a good app but it has a limit of questions to ask to the copilot,5,0,28.5.420604038,2024-06-29 03:43:20,,,28.5.420604038,too7133,com.microsoft.bing
9e8598d0-e92b-41a9-b7c8-96a16f957a9f,Super app I will use it.and I hope you will make it more important,4,0,3.4.22,2022-01-27 00:10:49,,,3.4.22,too130093,com.letsappbuilder
6d0ed647-d68a-446a-a986-0c87a4d67d33,Love this a.i. app!!! I have tried at least a dozen of the a.i. generated content and this one is by far the best. Even the newer ones that say they have special options aren't worth the minute it takes to figure out how bad they really are.,5,14,3.7.3,2023-10-12 14:59:51,Thank you for your enthusiastic feedback! We're thrilled to hear that you find our AI app to be the best among the competition making it worth your time without any complicated setup.,2023-10-15 08:06:51,3.7.3,too235686,com.ai.chat.writer
0e9f1e3c-7648-454c-950a-d95add20d402,Why only paying cash first,5,0,,2022-12-08 14:37:53,,,,too149075,com.letsappbuilder
44dfe14f-96ec-4b77-a5cb-260ae882a522,I love the results that it produces from information given just from simple thoughts of what I'm visualizing in my head. However if I give request of some current situation it only give results of certain elements with in my prompts that it can identify with from information it gathers from cyberspace which causes lag or null results in my request due to lack of information. Overall I still think the system is great!!!,5,0,,2023-10-30 05:36:30,,,,too374,com.microsoft.bing
f400e460-58a4-44b9-afd6-441b5cc3af7f,The only reason I am giving a is because I have to. Left alone I would give a -. $16 per month for what? So if I use your system to build an app you will keep extorting this money for as long as the app is alive? I don't even know what to pay for. Download this if you hv enough time and data to waste guys. Its,1,2,3.4.29,2022-12-21 21:22:51,,,3.4.29,too121445,com.letsappbuilder
747c325b-1cfa-4364-9fc6-83bfa4e84eb8,It's really a good way for finding our questions answers in very short time I really thankful to this app creators of bing chatgpt .,5,0,27.1.410926305,2023-10-02 09:45:53,,,27.1.410926305,too28039,com.microsoft.bing
e70dd89c-63a8-46ca-94d4-b87b29b27e31,Freezes and lost daily stretch Now can't refresh for today (9/29),1,0,27.0.410911302,2023-09-29 08:51:48,,,27.0.410911302,too29527,com.microsoft.bing
ba16a462-8478-4327-8c62-5795b55f143b,"Everytime I try using the AI features it redirects me to the introduction page I press the ""chat now"" button and it just shows normal bing search and does not stop redirecting me to the introduction page when trying to use AI. Absolutely frustrating that the introduction page renders the AI features useless!",1,4,27.3.411031318,2023-11-10 15:44:16,,,27.3.411031318,too3548,com.microsoft.bing
ef80aa60-c4b8-4814-b304-3692beb45afc,Im sick of dam hackers and people stealing my stuff,4,0,,2024-01-09 00:44:22,,,,too54403,com.microsoft.bing
