reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
0293de02-a8d9-437e-ac34-1c5e96b4b7c8,it helps me a lot with my work and explain with the ones I don't understand it perfect and now I'm always using it because it's a great app that makes me understand stuff that even my teacher teach me I can't understand and I'm now always using this app for homework,5,0,1.54.0,2024-09-05 17:20:20,Thank you so much for your awesome feedback! We're thrilled to hear that our app helps you understand your work better. Keep rocking those homework assignments with us!,2024-09-05 18:00:34,1.54.0,edu30045,com.education.android.h.intelligence
84f9df7e-0105-486b-9c25-6924a321dd30,Amazing App.for the little time have been using it.it's one in the million,5,0,2.0.7,2023-08-04 13:51:49,We want to express our gratitude for using answer.ai! We're excited that it's beneficial for your school journey. Share this helpful tool with your classmates as well!,2023-08-07 15:16:48,2.0.7,edu92536,com.cyberdavinci.gptkeyboard
8b2cd158-ba56-4cc0-a90b-40d060efc3b0,This app teach you everything you need to do each homework An it is fun,1,0,2.5.8,2024-08-03 14:05:57,Thanks for the kind words! We're thrilled to hear you're enjoying Answer.AI and finding it helpful for your assignments. If you don't mind could you update your rating to reflect your experience? Also join our Discord community for tips extra perks and ways to make the most of your experience.,2024-08-05 14:25:45,2.5.8,edu89843,com.cyberdavinci.gptkeyboard
ec2366f6-f9d6-4f73-bd47-91485a838169,Mostly accurate really helpful I check with chat gpt :),4,0,1.48.0,2024-06-22 00:29:49,We're glad you find Gauth helpful! Keep exploring and learning with us.,2024-06-22 01:00:19,1.48.0,edu41632,com.education.android.h.intelligence
3dbe0a58-fce0-47dd-9642-f433494ae162,I rated it one star because when I show the question the answer didn't even showed up,1,0,1.14.0,2022-10-11 06:07:18,,,1.14.0,edu56265,com.education.android.h.intelligence
282c8f13-6d59-46a0-ae37-8df3cb1134d3,love this app.. helps with whatever you need in academics,5,0,1.56.0,2024-10-08 11:09:49,We're thrilled to hear that you love using our app! Keep up the great work and feel free to reach out if you need any support. Happy studying!,2024-10-08 11:15:50,1.56.0,edu33415,com.education.android.h.intelligence
9bf325b4-1336-4c4b-953d-888254bfa2f4,Want to give 0 stars but can't. What's this? A app?? No questions are getting solved. pls improve ur app. Like u all just make the app for money or wht.,1,0,1.17.0,2023-01-28 01:39:22,,,1.17.0,edu47559,com.education.android.h.intelligence
71ed8617-a487-4bb9-98bb-191490f09baf,this app is very helpful,5,0,1.44.1,2024-04-25 14:23:29,,,1.44.1,edu50079,com.education.android.h.intelligence
4f5f3563-c8db-4ba9-a414-d05648c3a1b0,So far every question is correct and it hasn't gotten them wrong while Google Homework sometimes fails to answer the question it gives me the incorrect answer or it gives me the answer but it's not one of the options. I also like that I can ask questions if I need to unlike Google Homework,4,11,2.4.0,2024-05-05 18:38:48,,,2.4.0,edu230,com.qianfan.aihomework
3a19eb87-5e4b-4ca4-8058-f04983a29e45,I use it that was awesome 10/10,5,0,,2024-10-08 22:18:01,Thanks for the awesome feedback! Keep up the great work! #StudyOn,2024-10-08 22:30:25,,edu58311,com.education.android.h.intelligence
