reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
fc32cf97-dc1a-4cc2-83dc-85329c048393,As always one of the best tools that humans have ever built.,5,0,1.0.0023,2023-08-01 7:36,,,1.0.0023,pro99413,com.openai.chatgpt
1a9ef738-783b-4ebb-967f-3f8f428cfd07,Still some information are provide wrong specially mistake are happen on Language variant i got many information are wrong and irrelevant in my own Language (Bengali) but hope so it'll be fixed very soon.,4,0,1.0.0016,2023-07-28 1:51,,,1.0.0016,pro34693,com.openai.chatgpt
234aa299-89ee-4f76-b787-fbef93991e2c,The latest version no longer transcribes at all! It will record the audio but not transcribe it! Useless.,1,0,3.57.0-174,2024-09-06 7:30,Thanks for taking the time to share your feedback. We'd like to look into this issue for you. Could you please submit a new request through this link: https://help.otter.ai/hc/en-us/requests/new?ticket_form_id=16792365532055. Our team will gladly help.,2024-09-06 14:57,3.57.0-174,pro238160,com.aisense.otter
5f71e74a-d0f8-408d-8abb-404af259bb1e,Really is a wonderful app but can't give it 5 Stars cuz It's inaccurate at some points still would recommend it for like anything.,4,0,1.3.0,2023-08-12 18:27,,,1.3.0,pro320415,com.codeway.chatapp
e55de153-6d2d-4a8d-bb90-3a376cacf3b9,It's good buh sometimes very slow with the response,3,0,27.9.420301046,2024-03-22 7:32,,,27.9.420301046,pro258437,com.microsoft.copilot
3cf3d2d5-c2cd-4c52-875d-27d892a5c360,Best app ever with straight answer,5,0,a2.1.3,2023-08-21 3:37,,,a2.1.3,pro302946,com.poe.android
e7c80f9c-f472-4663-bdf8-396c94f48ae3,Good but this app works a little slow overall nice effort,3,0,27.9.420301046,2024-03-16 6:58,,,27.9.420301046,pro259032,com.microsoft.copilot
1ce07b3c-2a76-4150-a865-8a1ad87fd2ec,it really helped me and I love the way how it doesn't charge you money for more questions to ask,5,1,1.11.134-127,2023-06-07 3:48,,,1.11.134-127,pro178252,ai.chat.gpt.bot
bee842f0-c6a7-422f-b8dd-3be90db36d9d,too expensive for what it offers,1,0,1.0.667532867,2024-09-24 11:32,,,1.0.667532867,pro131540,com.google.android.apps.bard
92c41caf-cb71-40eb-a046-53db1f1f93aa,ok to use but it makes some mistake so just check before you send the work to Ur teacher if you're a student.,3,0,1.2024.131,2024-05-22 4:21,,,1.2024.131,pro25413,com.openai.chatgpt
